City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,paredon,16.0333,-93.8667,306.47,59,37,5.91,MX,1683398357
297,amahai,-3.3333,128.9167,299.82,87,66,1.56,ID,1683398357
298,puerto leguizamo,-0.1934,-74.7819,301.89,76,50,0.79,CO,1683398357
299,lorengau,-2.0226,147.2712,300.68,79,24,2.1,PG,1683398357
300,kushiro,42.975,144.3747,275.56,87,100,2.42,JP,1683398358
301,sabang,5.8933,95.3214,300.96,80,100,8.95,ID,1683398358
302,andalgala,-27.5819,-66.3165,289.22,50,37,2.56,AR,1683398358
303,iquitos,-3.7481,-73.2472,298.17,94,100,3.09,PE,1683398358
304,costa rica,-23.4167,-54.65,299.31,75,100,2.52,BR,1683398359
305,ed damer,17.5928,33.9592,307.84,6,28,5.07,SD,1683398359
306,toccoa,34.5773,-83.3324,293.95,63,35,2.67,US,1683398359
307,zdolbuniv,50.5206,26.2425,280.95,58,100,7.73,UA,1683398359
308,saint john's,47.5649,-52.7093,279.14,86,100,6.17,CA,1683398290
309,bikenibeu village,1.3673,173.1241,300.13,89,75,2.57,KI,1683398360
310,mejit,10.2753,170.8646,300.54,80,100,8.13,MH,1683398360
311,ueckermunde,53.7379,14.0447,282.18,87,100,4.12,DE,1683398361
312,nouadhibou,20.931,-17.0347,295.14,64,0,11.32,MR,1683398361
313,kombissiri,12.0656,-1.3375,312.14,24,64,5.05,BF,1683398361
314,ingeniero jacobacci,-41.3427,-69.5448,289.9,32,31,1.43,AR,1683398361
315,yunyang,33.4474,112.7142,286.98,57,100,4.43,CN,1683398361
316,visakhapatnam,17.69,83.2093,301.09,74,75,1.03,IN,1683398362
317,canon city,38.441,-105.2424,295.94,16,0,6.17,US,1683398162
318,nanao,37.05,136.9667,289.42,97,100,4.52,JP,1683398355
319,lompoc,34.6391,-120.4579,294.27,63,75,4.12,US,1683398280
320,queenstown,-31.8976,26.8753,289.04,65,81,2.14,ZA,1683398362
321,ta`u,-14.2336,-169.5144,301.06,72,2,4.75,AS,1683398363
322,shivpuri,25.4333,77.65,302.32,33,56,0.36,IN,1683398363
323,bandar lampung,-5.4254,105.258,297.8,91,100,2.08,ID,1683398363
324,richfield,44.8833,-93.283,290.47,84,100,6.69,US,1683398363
325,port alfred,-33.5906,26.891,289.92,91,28,1.34,ZA,1683398363
326,sola,-13.8833,167.55,298.52,94,75,0.0,VU,1683398364
327,ceeldheer,3.8488,47.1806,300.86,82,100,6.71,SO,1683398364
328,tshabong,-26.05,22.45,297.66,26,85,2.5,BW,1683398364
329,myeik,12.4333,98.6,301.75,79,100,2.74,MM,1683398364
330,weno,7.4515,151.8468,299.12,94,100,0.0,FM,1683398365
331,ganghwa-gun,37.7472,126.4856,285.16,63,100,3.94,KR,1683398365
332,moranbah,-22.0016,148.0466,290.71,92,97,3.26,AU,1683398365
333,durban,-29.8579,31.0292,300.66,70,100,8.8,ZA,1683398311
334,sao joao da barra,-21.6403,-41.0511,301.2,72,13,4.45,BR,1683398144
335,mitu,1.1983,-70.1733,305.88,48,100,1.39,CO,1683398366
336,babolsar,36.7025,52.6576,290.33,73,0,3.85,IR,1683398366
337,alagoinhas,-12.1356,-38.4192,300.14,71,30,3.37,BR,1683398366
338,new norfolk,-42.7826,147.0587,276.44,79,5,1.12,AU,1683398366
339,dieppe,49.75,1.1667,289.44,84,100,4.37,FR,1683398118
340,riachao das neves,-11.7461,-44.91,307.44,26,11,2.72,BR,1683398367
341,nar'yan-mar,67.6713,53.087,264.56,94,9,3.81,RU,1683398367
342,porto novo,6.4965,2.6036,301.05,76,100,3.12,BJ,1683398367
343,shimokizukuri,40.8061,140.3861,282.01,84,100,3.34,JP,1683398355
344,walvis bay,-22.9575,14.5053,288.68,82,0,1.54,NA,1683398368
345,severnoye,56.3491,78.3619,287.03,35,24,1.74,RU,1683398368
346,sorong,-0.8833,131.25,299.57,87,65,2.18,ID,1683398368
347,temerluh,3.4506,102.4176,298.14,98,100,0.63,MY,1683398368
348,shalqar,47.8333,59.6,290.38,21,100,2.65,KZ,1683398368
349,cohasset,42.2418,-70.8037,297.36,30,0,3.09,US,1683398369
350,tobelo,1.7284,128.0095,299.93,83,80,1.3,ID,1683398369
351,xam nua,20.4197,104.0439,296.88,57,0,1.51,LA,1683398369
352,tra vinh,9.9347,106.3453,301.0,75,85,2.03,VN,1683398369
353,revda,56.801,59.9303,285.35,49,40,3.12,RU,1683398370
354,pacific grove,36.6177,-121.9166,290.6,71,40,5.14,US,1683398370
355,qusmuryn,52.4503,64.6311,290.33,33,6,3.98,KZ,1683398370
356,ust-tsilma,65.441,52.1498,268.8,94,95,4.57,RU,1683398370
357,kerikeri,-35.2268,173.9474,290.76,95,100,3.57,NZ,1683398370
358,artesia,33.8658,-118.0831,294.53,62,40,4.12,US,1683398371
359,yanahuanca,-10.5167,-76.4986,283.78,60,91,3.63,PE,1683398371
360,westport,41.1415,-73.3579,296.08,35,20,4.12,US,1683398210
361,bodo,67.28,14.405,280.17,39,0,1.03,NO,1683398371
362,tolanaro,-25.0319,46.9987,295.19,88,75,4.12,MG,1683398372
363,mount gambier,-37.8333,140.7667,280.38,78,100,2.01,AU,1683398372
364,gulf shores,30.246,-87.7008,299.42,67,94,1.79,US,1683398152
365,antonio enes,-16.2325,39.9086,297.75,66,83,3.37,MZ,1683398372
366,stony plain,53.5334,-114.0021,291.9,40,21,3.13,CA,1683398239
367,rawson,-43.3002,-65.1023,294.86,33,4,4.55,AR,1683398373
368,lakatoro,-16.0999,167.4164,298.47,85,2,2.35,VU,1683398373
369,ulsteinvik,62.3432,5.8487,285.65,58,85,0.45,NO,1683398373
370,chifeng,42.2683,118.9636,282.44,37,2,3.08,CN,1683398327
371,frutigen,46.5878,7.6475,293.14,86,99,0.71,CH,1683398373
372,el matama,16.7095,33.3565,308.95,6,11,4.7,SD,1683398374
373,bee cave,30.3085,-97.945,304.81,70,100,4.47,US,1683398374
374,mastung,29.7994,66.845,289.86,15,0,5.67,PK,1683398374
375,pithoro,25.5167,69.3833,305.09,40,39,7.8,PK,1683398374
376,khandyga,62.6667,135.6,274.64,96,100,4.16,RU,1683398375
377,gremda,34.75,10.7833,294.26,64,40,3.6,TN,1683398375
378,harper,4.375,-7.7169,300.35,81,79,3.64,LR,1683398375
379,chibougamau,49.9168,-74.3659,291.94,26,20,5.66,CA,1683398375
380,chabahar,25.2919,60.643,301.18,70,3,3.15,IR,1683398375
381,camocim,-2.9022,-40.8411,302.85,72,13,3.68,BR,1683398376
382,patong,7.8961,98.2966,304.27,99,100,4.58,TH,1683398376
383,mangrol,21.1167,70.1167,300.62,78,4,5.75,IN,1683398376
384,grand-bassam,5.2118,-3.7388,302.13,79,13,3.21,CI,1683398376
385,morondava,-20.2833,44.2833,296.89,79,0,5.43,MG,1683398377
386,vuokatti,64.146,28.2697,278.07,86,97,0.45,FI,1683398377
387,ulaangom,49.9811,92.0667,281.13,24,100,1.73,MN,1683398377
388,fauske,67.2588,15.3918,280.17,58,75,0.07,NO,1683398377
389,yuzhno-kurilsk,44.0306,145.8556,274.55,85,100,2.84,RU,1683398378
390,aykhal,66.0,111.5,264.37,94,100,6.54,RU,1683398378
391,bulgan,48.8125,103.5347,279.69,36,100,1.02,MN,1683398378
392,port augusta,-32.5,137.7667,282.56,67,6,2.43,AU,1683398378
393,anyksciai,55.5256,25.1026,275.19,60,6,3.68,LT,1683398379
394,uozu,36.8,137.4,287.93,98,100,3.62,JP,1683398379
395,usinsk,65.9939,57.5281,269.15,83,100,8.78,RU,1683398379
396,hadibu,12.65,54.0333,301.97,77,1,0.82,YE,1683398379
397,namie,37.4833,141.0,292.44,93,100,6.73,JP,1683398380
398,camana,-16.6228,-72.7111,294.58,76,99,4.0,PE,1683398380
399,topeka,39.0483,-95.678,305.66,54,0,7.72,US,1683398380
400,verkhniy mamon,50.1635,40.3832,280.51,61,99,6.71,RU,1683398380
401,tenosique,17.4833,-91.4333,312.21,23,100,5.9,MX,1683398381
402,tlapa de comonfort,17.55,-98.55,308.03,23,18,1.91,MX,1683398250
403,howrah,22.5892,88.3103,303.15,74,20,3.6,IN,1683398207
404,belel,7.05,14.4333,292.33,75,50,0.77,CM,1683398381
405,conceicao das alagoas,-19.9147,-48.3883,304.03,45,82,1.77,BR,1683398382
406,darwin,-12.4611,130.8418,299.14,89,6,1.03,AU,1683398382
407,vadso,70.0744,29.7487,278.64,65,50,0.0,NO,1683398382
408,colares,38.7992,-9.4469,294.7,75,20,5.81,PT,1683398382
409,kingston,17.997,-76.7936,303.68,80,40,9.77,JM,1683398348
410,nizhniy odes,63.6445,54.856,273.24,97,100,5.57,RU,1683398383
411,griffith,41.5284,-87.4237,295.64,60,75,6.69,US,1683398383
412,kendari,-3.945,122.4989,297.34,94,93,1.52,ID,1683398383
413,fort st. john,56.2499,-120.8529,290.09,34,100,11.32,CA,1683398241
414,murzuq,25.9155,13.9184,298.13,16,0,3.3,LY,1683398384
415,francistown,-21.17,27.5079,294.06,35,0,4.4,BW,1683398384
416,hovd,48.0056,91.6419,276.8,79,100,1.79,MN,1683398384
417,parli vaijnath,18.85,76.5333,303.85,42,100,1.86,IN,1683398384
418,souillac,-20.5167,57.5167,299.36,78,75,4.12,MU,1683398385
419,qarshi,38.8667,65.8,289.05,63,0,3.09,UZ,1683398385
420,inarajan village,13.2736,144.7484,300.69,92,100,4.35,GU,1683398385
421,kharp,66.8014,65.8081,264.63,92,99,2.56,RU,1683398385
422,bedele,8.456,36.353,288.01,91,100,0.71,ET,1683398385
423,phillaur,31.0292,75.7842,295.28,44,0,3.72,IN,1683398386
424,chateaudun,48.0833,1.3333,293.23,96,100,3.87,FR,1683398386
425,meulaboh,4.1363,96.1285,298.25,93,100,2.87,ID,1683398386
426,mao,39.8885,4.2658,292.46,77,0,4.12,ES,1683398386
427,chachapoyas,-6.2317,-77.869,290.8,83,99,0.98,PE,1683398386
428,mglin,53.0591,32.8475,274.29,56,20,2.56,RU,1683398387
429,arraial do cabo,-22.9661,-42.0278,300.13,65,20,5.14,BR,1683398387
430,hammerfest,70.6634,23.6821,276.4,65,0,3.6,NO,1683398247
431,torredembarra,41.1451,1.3986,296.41,74,0,0.51,ES,1683398387
432,tsiombe,-25.3,45.4833,293.62,89,1,1.58,MG,1683398388
433,bozkurt,41.9577,34.0109,286.81,70,100,0.1,TR,1683398388
434,oriximina,-1.7656,-55.8661,302.6,74,100,0.61,BR,1683398388
435,ilgin,38.2792,31.9139,283.79,85,100,2.04,TR,1683398389
436,morden,49.1919,-98.1014,286.53,62,100,5.66,CA,1683398163
437,itoman,26.1247,127.6694,298.37,88,75,7.2,JP,1683398389
438,happy valley-goose bay,53.3168,-60.3315,287.32,23,75,1.54,CA,1683398389
439,pangoa,-12.1167,-73.0,302.14,54,50,1.75,PE,1683398390
440,quellon,-43.1167,-73.6167,285.29,87,100,5.66,CL,1683398390
441,cabo san lucas,22.8909,-109.9124,302.93,52,40,5.66,MX,1683398149
442,santa cruz,-17.8,-63.1667,291.85,88,75,4.12,BO,1683398391
443,chinde,26.8418,88.0763,291.0,48,0,2.55,NP,1683398391
444,baiyin,36.5583,104.2081,282.24,67,100,5.77,CN,1683398391
445,soeng sang,14.4264,102.4606,300.98,70,99,2.66,TH,1683398391
446,tashtagol,52.7657,87.8894,281.88,78,5,1.36,RU,1683398392
447,fort bragg,35.139,-79.006,299.54,37,75,1.54,US,1683398392
448,qarah bagh,34.9402,61.7759,287.86,34,0,1.75,AF,1683398392
449,pisco,-13.7,-76.2167,297.18,73,100,2.06,PE,1683398392
450,saint-berthevin,48.0667,-0.8333,289.13,94,75,2.06,FR,1683398393
451,knyaze-volkonskoye,48.4642,135.4567,277.34,83,98,2.27,RU,1683398393
452,santo antonio da platina,-23.295,-50.0772,299.2,67,7,1.56,BR,1683398393
453,anna regina,7.2644,-58.5077,301.76,67,92,4.46,GY,1683398393
454,shangrao,28.4532,117.9686,292.61,97,100,0.81,CN,1683398394
455,san antonio de pale,-1.4014,5.6325,301.01,75,100,2.47,GQ,1683398394
456,smithers,54.7804,-127.1743,282.33,87,75,2.06,CA,1683398109
457,gebeit,21.0667,36.3167,301.14,21,53,2.47,SD,1683398394
458,mount isa,-20.7333,139.5,293.02,28,99,9.26,AU,1683398394
459,yinchuan,38.4681,106.2731,285.92,57,100,3.0,CN,1683398351
460,la passe,45.5549,-0.8967,295.28,90,7,4.38,FR,1683398395
461,bangkalan,-7.0455,112.7351,299.12,88,95,1.59,ID,1683398395
462,saint-philippe,-21.3585,55.7679,296.92,82,38,4.99,RE,1683398395
463,gangolli,13.65,74.6667,300.89,73,40,2.54,IN,1683398395
464,vorkuta,67.5,64.0,260.71,97,100,2.74,RU,1683398396
465,punta arenas,-53.15,-70.9167,282.21,61,20,8.75,CL,1683398396
466,tateyama,34.9833,139.8667,293.26,89,100,12.7,JP,1683398396
467,el bolson,-41.9667,-71.5167,289.69,60,8,1.96,AR,1683398396
468,labytnangi,66.6572,66.4183,265.1,92,94,4.62,RU,1683398397
469,lucapa,-8.4192,20.7447,297.34,64,99,1.0,AO,1683398397
470,conde,-7.2597,-34.9075,302.85,58,20,6.17,BR,1683398397
471,idri,27.5,13.2667,298.16,14,1,2.6,LY,1683398397
472,kaihua,23.3687,104.28,295.06,52,0,0.6,CN,1683398397
473,shahrud,36.4182,54.9763,288.66,34,0,2.22,IR,1683398398
474,carbonear,47.7332,-53.2148,278.38,86,100,5.15,CA,1683398398
475,gadzhiyevo,69.2551,33.3362,270.47,94,33,2.05,RU,1683398398
476,ljusdal,61.8288,16.0913,277.85,62,98,1.03,SE,1683398398
477,sevnica,46.0078,15.3156,293.81,83,100,1.11,SI,1683398398
478,port pirie,-33.1833,138.0167,282.93,68,10,2.46,AU,1683398279
479,kudahuvadhoo,2.6708,72.8944,301.76,69,100,7.01,MV,1683398399
480,kzyltu,53.6364,72.3414,290.52,21,3,2.78,KZ,1683398399
481,dolbeau-mistassini,48.8763,-72.212,294.51,33,86,6.37,CA,1683398399
482,heihe,50.2441,127.4902,278.47,38,12,2.04,CN,1683398400
483,igarka,67.4667,86.5833,263.06,89,43,2.89,RU,1683398400
484,inari,68.906,27.0288,278.26,93,8,1.98,FI,1683398400
485,dazkiri,37.9186,29.8606,284.05,87,100,1.12,TR,1683398400
486,axim,4.8699,-2.2405,299.67,83,100,1.05,GH,1683398401
487,gaiman,-43.2897,-65.4929,296.59,25,2,5.86,AR,1683398401
488,qamdo,31.1667,97.2333,272.36,74,2,2.39,CN,1683398401
489,hotan,37.0997,79.9269,284.98,20,100,5.99,CN,1683398401
490,kirchzarten,47.9667,7.95,290.91,78,100,1.54,DE,1683398402
491,chul'man,56.8479,124.9104,268.06,97,50,1.56,RU,1683398402
492,kasongo,-4.45,26.6667,295.39,92,17,1.68,CD,1683398402
493,bhisho,-32.8472,27.4422,289.5,93,88,1.77,ZA,1683398403
494,ciudad lazaro cardenas,17.9583,-102.2,304.49,54,5,5.65,MX,1683398403
495,tabou,4.423,-7.3528,300.26,82,29,4.04,CI,1683398403
496,mawlamyinegyunn,16.3833,95.2667,302.02,75,29,5.14,MM,1683398403
497,novyy urengoy,66.0833,76.6333,264.39,97,100,2.23,RU,1683398404
498,azul,-36.777,-59.8585,286.85,97,100,4.46,AR,1683398259
499,gizo,-8.103,156.8419,301.03,78,94,2.15,SB,1683398404
500,numan,9.4667,12.0333,306.78,30,100,1.95,NG,1683398405
501,pudozh,61.8099,36.5345,271.65,81,81,1.87,RU,1683398405
502,antigonish,45.6169,-61.9986,279.9,65,6,4.47,CA,1683398405
503,trincomalee,8.5711,81.2335,299.89,82,100,5.03,LK,1683398406
504,karratha,-20.7377,116.8463,297.29,30,100,5.64,AU,1683398406
505,vilyuysk,63.7553,121.6247,273.87,94,100,5.43,RU,1683398406
506,zhabinka,52.1984,24.0115,284.13,40,40,5.0,BY,1683398406
507,lata,40.1629,-8.3327,293.1,79,55,3.32,PT,1683398407
508,al wajh,26.2455,36.4525,300.12,32,0,3.09,SA,1683398407
509,okha,53.5739,142.9478,271.28,89,62,3.54,RU,1683398407
510,brisas de zicatela,15.8369,-97.0419,305.44,62,0,5.14,MX,1683398407
511,mogok,22.9167,96.5,295.29,52,8,0.86,MM,1683398408
512,salavan,15.7167,106.4167,299.87,69,71,1.43,LA,1683398408
513,marsh harbour,26.5412,-77.0636,297.66,74,34,7.82,BS,1683398408
514,zheleznogorsk-ilimskiy,56.5768,104.1217,271.48,99,29,0.94,RU,1683398118
515,kuusamo,65.9667,29.1833,277.17,41,0,1.54,FI,1683398409
516,svobodnyy,51.4,128.1333,280.59,42,1,2.88,RU,1683398409
517,wau,7.7029,27.9953,303.48,44,90,2.36,SS,1683398409
518,erenhot,43.6475,111.9767,282.01,31,0,3.7,CN,1683398409
519,bowen,-20.0167,148.2333,294.29,76,5,3.78,AU,1683398410
520,yilan,24.757,121.753,299.07,92,100,1.08,TW,1683398410
521,gerolzhofen,49.9,10.35,290.68,71,93,1.27,DE,1683398410
522,pitkyaranta,61.5734,31.4792,273.8,79,40,2.73,RU,1683398410
523,selkirk,50.1436,-96.8845,288.23,55,100,4.91,CA,1683398410
524,shagonar,51.5333,92.8,279.82,45,85,0.53,RU,1683398411
525,lensk,60.7253,114.9278,274.38,89,100,5.59,RU,1683398411
526,pokhara,28.2333,83.9833,294.19,55,38,2.2,NP,1683398411
527,callao,-12.0667,-77.15,298.31,69,75,5.66,PE,1683398411
528,es castell,39.8795,4.2854,292.53,77,0,4.12,ES,1683398412
529,starodub,52.5844,32.7633,274.89,60,17,2.91,RU,1683398412
530,san patricio,28.017,-97.5169,304.07,62,100,8.51,US,1683398412
531,qarah zia' od din,38.8915,45.0255,286.63,56,100,2.36,IR,1683398413
532,sao jose da coroa grande,-8.8978,-35.1478,300.71,68,0,2.97,BR,1683398413
533,guadalupe y calvo,26.1,-106.9667,295.68,14,49,6.63,MX,1683398413
534,shingu,33.7333,135.9833,293.11,97,100,3.87,JP,1683398413
535,chany,55.3121,76.7647,288.52,29,28,1.41,RU,1683398414
536,malanje,-9.5402,16.341,293.33,81,3,0.84,AO,1683398414
537,tommot,58.9564,126.2925,272.53,94,99,1.42,RU,1683398414
538,freeport,40.6576,-73.5832,296.47,37,20,5.14,US,1683398414
539,margate,51.3813,1.3862,287.98,83,100,2.68,GB,1683398415
540,ephrata,40.1798,-76.1788,295.3,44,20,3.09,US,1683398314
541,mitsamiouli,-11.3847,43.2844,300.27,72,1,2.39,KM,1683398415
542,khamis mushait,18.3064,42.7292,295.73,43,20,5.14,SA,1683398371
543,anloga,5.7947,0.8973,302.47,73,99,4.92,GH,1683398415
544,leava,-14.3,-178.1667,301.15,76,16,4.87,WF,1683398416
545,tortoli,39.9256,9.6572,291.05,88,20,4.12,IT,1683398416
546,zhangjiakou shi xuanhua qu,40.6103,115.0447,285.3,28,9,2.04,CN,1683398416
547,sassandra,4.95,-6.0833,300.28,82,10,4.15,CI,1683398416
548,vila franca do campo,37.7167,-25.4333,291.38,87,99,5.44,PT,1683398417
549,tazacorte,28.629,-17.9293,296.01,79,20,8.75,ES,1683398417
550,valdivia,-39.8142,-73.2459,290.2,60,6,0.89,CL,1683398417
551,gornozavodsk,58.3758,58.3211,283.37,72,95,3.39,RU,1683398288
552,morales,2.757,-76.6172,297.01,66,99,1.22,CO,1683398418
553,ardon,43.17,44.29,288.7,83,52,1.09,RU,1683398418
554,sinabang,2.4803,96.3801,299.05,87,100,8.48,ID,1683398418
555,kitimat,54.0524,-128.6534,284.36,67,100,1.06,CA,1683398418
556,constitucion,-35.3333,-72.4167,288.89,72,6,3.31,CL,1683398419
557,main beach,-27.9788,153.4266,289.23,89,98,2.62,AU,1683398419
558,plettenberg bay,-34.0527,23.3716,288.35,83,0,2.94,ZA,1683398419
559,beloyarskiy,63.7119,66.6722,274.59,100,100,1.91,RU,1683398419
560,kovel,51.2153,24.7087,279.75,82,100,6.58,UA,1683398420
561,arkhangel'sk,64.5401,40.5433,270.71,83,87,2.61,RU,1683398420
562,nemuro,43.3236,145.575,275.73,80,100,3.0,JP,1683398420
563,oyama,36.3,139.8,294.32,70,100,1.97,JP,1683398420
564,anar darah,32.7587,61.654,294.23,18,0,1.55,AF,1683398421
565,malax,62.9423,21.5731,278.14,47,0,4.12,FI,1683398421
566,medina,24.4686,39.6142,307.39,7,0,6.17,SA,1683398386
567,ekibastuz,51.6667,75.3667,289.3,24,10,2.43,KZ,1683398421
568,tralee,52.2704,-9.7026,285.99,81,77,2.75,IE,1683398422
569,yaren,-0.5472,166.916,301.84,74,22,5.9,NR,1683398422
570,rudbar,30.15,62.6,298.68,11,0,2.57,AF,1683398422
571,aral,40.5156,81.2636,283.2,23,80,4.53,CN,1683398422
572,zhigalovo,54.8097,105.1578,279.76,96,100,2.8,RU,1683398422
573,tomakomai,42.6369,141.6033,279.23,100,75,1.03,JP,1683398423
574,church hill,36.5223,-82.7135,298.75,43,0,2.96,US,1683398423
575,sebastopol,44.6,33.5333,288.71,70,100,8.45,UA,1683398423
576,salinopolis,-0.6136,-47.3561,301.53,78,71,4.73,BR,1683398423
577,santa terezinha,-29.9002,-50.0904,295.78,91,100,3.54,BR,1683398424
578,afaahiti,-17.75,-149.2833,300.08,80,66,8.69,PF,1683398424
579,valparaiso,-33.0393,-71.6273,290.37,75,75,3.6,CL,1683398424
580,annau,37.8876,58.516,291.87,59,20,2.06,TM,1683398424
581,alaghsas,17.0187,8.0168,311.09,14,0,5.14,NE,1683398424
582,siwa oasis,29.2041,25.5195,297.25,33,65,2.13,EG,1683398425
583,uitenhage,-33.7576,25.3971,290.92,92,17,3.03,ZA,1683398425
584,kabwe,-14.4469,28.4464,288.39,52,5,2.43,ZM,1683398425
585,tutoia,-2.7619,-42.2744,302.53,68,15,4.18,BR,1683398425
586,thunder bay,48.4001,-89.3168,279.14,93,100,5.66,CA,1683398152
587,bonthe,7.5264,-12.505,301.57,75,100,4.73,SL,1683398426
588,mhamid,29.82,-5.72,306.15,11,100,4.82,MA,1683398426
589,glace bay,46.1969,-59.957,279.7,75,75,13.38,CA,1683398333
590,timmins,48.4669,-81.3331,292.05,32,75,2.57,CA,1683398143
591,saint-pierre,-21.3393,55.4781,297.35,83,75,4.12,RE,1683398185
592,popondetta,-8.7537,148.2534,295.92,96,9,1.25,PG,1683398427
593,menongue,-14.6585,17.691,291.4,44,10,1.87,AO,1683398427
